ubigeo,nombre,poblacion,idh,esperanza_vida,pob_secundaria_completa,educacion,ingreso_pc,Huancavelica
40122,Socabaya                                ,87112.27,0.67,77.73,79.85,11.06,1187.19,0
40123,Tiabaya                                 ,14391.68,0.64,79.03,73.28,9.91,1124.64,0
40124,Uchumayo                                ,14385.04,0.67,80.68,77.56,10.47,1190.45,0
40125,Vitor                                   ,2628.28,0.65,78.59,78.38,8.47,1258.62,0
40126,Yanahuara                               ,27292.8,0.77,78.62,83.52,13.79,1507.42,0
40127,Yarabamba                               ,1260.11,0.63,79.75,72.3,10.2,1053.67,0
40128,Yura                                    ,33335.46,0.6,78.22,77.4,8.99,996.01,0
40129,Jose Luis Bustamante Y Rivero,76620.63,0.75,79.46,82.73,12.67,1448.53,0
40201,Camana                                  ,13756.25,0.64,81.32,75.99,10.58,1055.41,0
40202,Jose Maria Quimper   ,4313.16,0.63,80.03,75.57,9.3,1115.84,0
40203,Mariano Nicolas Valcarcel   ,7967.21,0.52,82.84,63.93,8.69,674.42,0
40204,Mariscal Caceres     ,6654.39,0.63,82.78,71.14,8.06,1169.96,0
40205,Nicolas De Pierola                      ,6803.18,0.64,81.26,79,9.28,1126.18,0
40206,Ocoña                                   ,4520.5,0.62,82.69,66.93,8.71,1102.14,0
40207,Quilca                                  ,628.75,0.55,84.12,66.08,8.59,777.75,0
40208,Samuel Pastor                           ,16526.97,0.64,84.71,69.36,8.97,1152.2,0
40301,Caraveli                                ,3967.03,0.55,81.71,47.5,9.26,908.3,0
40302,Acari                                   ,3630.7,0.63,81.51,56.27,8.79,1303.79,0
40303,Atico                                   ,4870.78,0.58,81.07,47.81,9.42,1061.82,0
40304,Atiquipa                                ,731.85,0.58,85,57.78,8.24,955.22,0
40305,Bella Union                             ,6089.31,0.68,85,57.63,8.65,1503.76,0
40306,Cahuacho                                ,762.29,0.39,83.27,55.35,6.18,391.06,0
40307,Chala                                   ,9167.18,0.66,83.88,68.07,9.68,1185.21,0
40308,Chaparra                                ,5426.68,0.66,85,62.38,9.2,1296.46,0
40309,Huanuhuanu                              ,3447.83,0.66,85,61.9,8.71,1316.25,0
40310,Jaqui                                   ,907.54,0.53,81.05,46.13,8.16,921.84,0
40311,Lomas                                   ,1477.78,0.51,82.12,54.02,9.2,697.81,0
40312,Quicacha                                ,1906.53,0.46,84.06,38.2,7.02,677.65,0
40313,Yauca                                   ,1740.25,0.55,82.87,52.58,8.64,883.14,0
40401,Aplao                                   ,8415.29,0.6,74.85,64.23,9,1171.99,0
40402,Andagua                                 ,944.25,0.5,75.52,74.17,7.28,739.78,0
40403,Ayo                                     ,319.95,0.46,72.57,39.56,7.9,789.16,0
40404,Chachas                                 ,1427.51,0.43,79.04,45.51,5.63,642.4,0
40405,Chilcaymarca                            ,1304.69,0.49,79.43,49.45,7.05,797.92,0
40406,Choco                                   ,768.08,0.28,78.83,18.54,4.64,342.68,0
40407,Huancarqui                              ,1297.2,0.57,74.82,59.02,9.15,1055.16,0
40408,Machaguay                               ,404.05,0.4,77.75,34.61,6.88,563.42,0
40409,Orcopampa                               ,9612.69,0.59,77.75,44.59,9.02,1217.75,0
40410,Pampacolca                              ,1952.31,0.42,73.38,46.85,6.99,599.26,0
40411,Tipan                                   ,411.99,0.49,78.28,65.93,7.86,632.21,0
40412,Uñon                                    ,367.34,0.52,74.92,65.93,8.86,783.09,0
40413,Uraca                                   ,6698.39,0.62,77.74,61.4,8.7,1263.67,0
40414,Viraco                                  ,1365.9,0.49,75.21,51.65,7.55,800.12,0
40501,Chivay                                  ,7715.59,0.56,77.38,62.91,8.55,965.71,0
40502,Achoma                                  ,729.7,0.37,78.03,48.42,6.4,395.27,0
40503,Cabanaconde     ,2045.47,0.45,76.03,66.03,7.28,562.29,0
40504,Callalli                                ,1373.73,0.47,81.28,51.77,5.83,746.03,0
40505,Caylloma                                ,2877.46,0.54,80.24,52.07,7.49,943.1,0
40506,Coporaque                               ,1371.46,0.47,77.73,54.35,6.73,699.68,0
40507,Huambo                                  ,368.25,0.4,75.92,47.54,6.96,496.21,0
40508,Huanca                                  ,951.19,0.46,77.53,62.85,6.21,668.77,0
40509,Ichupampa                               ,568.48,0.47,78.21,78.4,5.49,680.14,0
40510,Lari                                    ,1283.61,0.43,81.03,36.19,5.67,683.26,0
40511,Lluta                                   ,763.34,0.43,74.27,45.39,6.27,646.04,0
40512,Maca                                    ,575.17,0.41,80.88,57.97,6.93,447.91,0
40513,Madrigal                                ,444.99,0.4,80.2,52.61,5.81,471.57,0
40514,San Antonio De Chuca   ,1358.61,0.45,81.63,58.85,5.77,620.66,0
40515,Sibayo                                  ,583.81,0.5,81,48.62,6.55,874.78,0
40516,Tapay                                   ,588.32,0.53,78.95,49.52,7.16,953,0
40517,Tisco                                   ,1157.86,0.46,85,51.19,5.75,672.2,0
40518,Tuti                                    ,595.67,0.49,82.51,60.77,6.01,756.48,0
40519,Yanque                                  ,2104.16,0.53,81.35,50.98,6.87,964.61,0
40520,Majes                                   ,74658.56,0.61,76.53,69.81,8.77,1135.52,0
40601,Chuquibamba                             ,3185.87,0.58,76.59,60.57,8.94,1022.8,0
40602,Andaray                                 ,636.72,0.63,76.28,60.44,8.09,1396.05,0
40603,Cayarani                                ,2732.7,0.57,85,39.12,7.61,1186.5,0
40604,Chichas                                 ,525.93,0.54,81.85,52.54,7.37,949.93,0
40605,Iray                                    ,580,0.46,75.5,48.04,7.74,654.29,0
40606,Rio Grande                              ,2067.52,0.65,75.55,68.23,8.98,1426.96,0
40607,Salamanca                               ,506.03,0.32,80.87,64.28,5.33,261.27,0
40608,Yanaquihua                              ,5425.28,0.58,80.42,56.65,7.79,1115.33,0
40701,Mollendo                                ,21630.75,0.65,75.67,77.09,10.48,1179.27,0
40702,Cocachacra                              ,8054.68,0.64,78.45,79.23,8.76,1226.33,0
40703,Dean Valdivia                           ,6725.14,0.62,77.65,71.08,8.36,1182.89,0
40704,Islay                                   ,7264.01,0.58,74.74,71.57,10.01,929.8,0
40705,Mejia                                   ,944.97,0.68,77.94,78.41,9.74,1363.71,0
40706,Punta De Bombon   ,6370.24,0.61,77.83,75.49,8.3,1096.76,0
40801,Cotahuasi                               ,2826.47,0.51,78.85,47.97,8.96,756.23,0
40802,Alca                                    ,1776.98,0.27,85,22.96,5,255.43,0
40803,Charcana                                ,465.47,0.38,78.56,42.15,6.39,453.81,0
40804,Huaynacotas                             ,1843.93,0.34,84.59,37.32,5.14,378.65,0
40805,Pampamarca    ,1010.5,0.2,85,38.64,4.25,110.66,0
40806,Puyca                                   ,2457.82,0.18,84,29.49,3.24,125.37,0
40807,Quechualla                              ,196.54,0.35,76.47,20.37,7.03,483.76,0
40808,Sayla                                   ,467.39,0.43,80.42,22.64,7.43,720.49,0
40809,Tauria                                  ,281.62,0.39,82.44,53.15,7.9,344.81,0
40810,Tomepampa   ,667.48,0.37,81.95,38.95,6.99,392.74,0
40811,Toro                                    ,454.03,0.31,81.21,54.85,6.6,209.77,0
50101,Ayacucho                                ,104520.8,0.55,69.91,75.09,10.15,862.21,0
50102,Acocro                                  ,9734.82,0.25,68.52,41.39,5.31,203.31,0
50103,Acos Vinchos                            ,5787.28,0.26,70.44,41.74,3.69,264.18,0
50104,Carmen Alto,27605.88,0.53,73.77,68.46,8.94,806.75,0
50105,Chiara                                  ,6998.37,0.32,68.58,46.66,5.13,386.59,0
50106,Ocros                                   ,5819.24,0.23,69.17,47.74,4.51,170.12,0
50107,Pacaycasa                               ,3411.39,0.36,65.31,56.31,6.06,454.76,0
50108,Quinua                                  ,5716.3,0.3,64.36,59.34,5.08,322.25,0
50109,San Jose De Ticllas     ,2654.34,0.3,68.79,58.98,4.06,324.2,0
50110,San Juan Bautista                       ,55908.47,0.54,74.58,77.18,9.73,764.23,0
50111,Santiago De Pischa    ,1766.05,0.32,68.35,68.34,5.39,293.8,0
50112,Socos                                   ,6594.37,0.24,71.99,45.35,3.34,232.84,0
50113,Tambillo                                ,5594.81,0.26,69.85,47.17,4.49,219.41,0
50114,Vinchos                                 ,15617.88,0.19,69.85,39.77,3.16,143.52,0
50115,Jesus Nazareno    ,18408.08,0.58,74.21,79.4,10.17,875.67,0
50116,Andrés Avelino Caceres Dorregaray,35359,0.49,67.48,71.18,8.94,719.55,0
50201,Cangallo                                ,6408.93,0.4,75.57,58.31,6.06,486.92,0
50202,Chuschi                                 ,7722.33,0.32,80.25,50.52,5.21,282.66,0
50203,Los Morochucos    ,7946.81,0.34,82.17,69.53,5.01,292.89,0
50204,Maria Parado De Bellido ,2107.11,0.25,80.71,52.47,3.97,188.66,0
50205,Paras                                   ,3876.4,0.26,78.23,42.59,4.07,219.53,0
50206,Totos                                   ,3025.66,0.28,76.59,60.1,4.4,224.29,0
50301,Sancos                                  ,3429.74,0.44,72.02,37.87,7.24,728.11,0
50302,Carapo                                  ,2038.12,0.36,69.98,66.63,5.65,395.16,0
50303,Sacsamarca                              ,1326.44,0.36,74.25,50.43,5.41,433.06,0
50304,Santiago De Lucanamarca  ,2227.33,0.31,77.54,39.33,5.19,314.84,0
50401,Huanta                                  ,45975.55,0.45,74.14,69.23,7.47,554.53,0
50402,Ayahuanco                               ,6751.33,0.26,68.44,61.59,3.47,248.91,0
50403,Huamanguilla                            ,4462.79,0.32,77.25,52.47,5,300.27,0
50404,Iguain                                  ,3207.81,0.36,76.99,58.52,4.69,421.14,0
50405,Luricocha                               ,5434.76,0.35,75,67.03,5.39,353.14,0
50406,Santillana                              ,5787.06,0.25,77.04,43.42,3.78,207.78,0
50407,Sivia                                   ,12290.81,0.39,77.01,52.56,5.26,494.11,0
50408,Llochegua                               ,11957.85,0.41,73.58,51.5,6.16,569.58,0
50409,Canayre,3547.01,0.37,73.47,52.71,5.86,437.01,0
50410,Uchuraccay,3492.05,0.14,77.3,36.3,1.96,162.56,0
50411,Pucacolpa,2351.54,0.2,80.51,43.56,2.5,176.61,0
50412,Chaca,1803,0.12,81.78,32.69,2.16,84.6,0
50501,San Miguel                              ,9097.08,0.33,76.07,65.35,4.85,317.92,0
50502,Anco                                    ,10927.31,0.33,80.34,56.15,5.18,297.13,0
50503,Ayna                                    ,10571.86,0.42,73.79,58.15,6.39,537.04,0
50504,Chilcas                                 ,2625.53,0.28,78.53,53.42,4.13,234.61,0
50505,Chungui                                 ,6442.72,0.2,78.4,43.9,4.88,109.48,0
